cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,poisonous
x,f,n,t,n,f,c,b,p,t,b,f,s,c,g,p,w,o,p,n,y,d,e
x,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,?,?,e
x,s,w,t,a,f,c,b,n,e,?,s,s,w,w,p,w,o,p,k,?,m,e
f,s,g,f,n,f,w,b,o,t,e,f,s,w,w,p,w,o,e,w,s,g,e
f,y,n,f,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,p
f,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,e
x,f,?,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,e
x,?,w,f,n,f,w,b,n,t,?,s,f,w,w,p,w,o,e,n,s,?,e
x,y,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,p,e,b,?,s,p,p,p,w,o,p,n,v,d,e
f,s,n,t,p,f,c,n,?,e,e,s,s,w,w,p,w,o,p,k,v,u,p
f,s,g,f,?,f,w,b,p,t,?,?,s,w,w,p,w,o,e,n,a,g,e
x,f,g,t,n,f,c,b,n,t,c,s,s,w,g,p,w,o,p,k,y,d,e
f,f,g,t,n,f,?,b,n,t,b,?,s,g,p,p,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,n,t,b,s,s,c,g,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,e
x,f,n,t,n,f,c,b,u,t,b,s,s,p,?,p,?,o,p,k,y,d,e
x,s,w,?,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,p
x,s,y,t,l,f,c,n,k,e,c,s,s,w,w,p,w,o,p,k,n,m,e
x,f,n,t,n,f,c,b,n,?,b,s,s,p,p,p,w,o,p,n,v,d,e
f,y,n,t,n,f,c,n,w,t,b,s,s,w,y,p,w,o,p,n,y,d,e
x,s,g,f,n,?,w,b,n,t,e,f,f,w,w,p,w,o,e,r,s,g,e
x,y,g,t,n,f,c,?,u,t,b,s,s,w,c,p,w,o,p,n,y,?,e
x,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,e
f,s,w,f,?,f,w,b,?,t,e,f,s,w,w,p,w,o,e,n,s,g,e
x,f,n,t,n,f,c,b,b,t,b,s,s,g,g,?,w,?,p,n,v,d,e
f,f,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,e
f,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,e
f,g,g,f,n,f,w,b,n,t,?,s,s,w,w,p,w,o,e,k,s,g,e
f,f,?,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,e
x,f,g,t,n,f,c,?,p,t,b,s,s,b,w,?,w,o,p,k,y,d,e
x,f,e,t,?,f,c,b,n,t,b,s,s,?,g,p,w,o,p,n,y,d,e
f,y,n,t,p,f,c,n,p,e,e,s,?,w,w,?,w,o,p,k,s,u,p
x,y,g,t,n,?,c,n,p,t,b,s,s,g,g,p,w,?,p,k,v,d,e
x,s,w,f,n,f,w,b,k,t,e,s,?,?,w,p,w,o,e,n,a,g,e
b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e
x,g,w,f,n,f,w,b,h,e,e,f,f,w,w,p,w,o,e,n,s,g,e
f,f,n,f,n,f,w,b,k,t,e,f,f,w,w,?,w,o,e,k,s,g,e
x,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,e
f,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,y,o,p,n,v,d,e
x,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,e
x,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,n,o,p,?,s,g,p
x,s,?,f,n,f,w,?,?,t,e,s,s,w,w,p,w,?,f,n,a,g,e
x,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,e
f,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,?,p,n,v,d,e
x,y,?,?,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,e
x,f,e,t,n,f,?,b,?,t,b,s,s,p,g,p,?,o,p,n,y,d,e
f,f,n,t,?,f,c,b,w,t,b,s,s,g,p,p,o,o,p,n,y,d,e
x,f,u,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,o,y,d,e
f,f,n,t,n,f,c,b,p,t,b,s,s,b,w,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,u,?,b,s,s,p,p,p,w,o,p,k,y,d,e
x,f,g,t,n,f,?,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,e
f,f,g,?,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,?,?,e
x,f,e,t,n,f,c,b,w,t,b,s,s,?,w,p,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,?,d,e
x,s,w,t,p,f,c,n,w,e,e,s,y,w,w,p,?,o,p,n,v,g,p
x,f,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,g,e
f,y,g,t,n,f,?,b,p,t,b,s,s,w,w,p,w,o,p,?,v,d,e
x,f,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,?,?,e
x,y,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,e
x,y,g,t,?,f,c,b,?,t,b,s,s,g,p,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,u,t,b,s,?,g,w,?,w,o,p,k,v,d,e
x,f,e,?,n,f,c,b,p,t,?,s,s,w,w,p,w,o,p,n,y,d,e
f,y,e,t,n,f,c,b,n,t,b,s,f,w,w,p,w,o,p,n,c,d,e
f,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,e
x,f,n,t,n,?,c,b,u,t,b,s,s,w,?,p,w,o,p,k,s,d,e
f,y,g,t,n,f,c,b,w,t,e,s,s,p,p,p,?,o,p,k,?,d,e
x,y,e,t,n,f,c,b,?,t,b,s,s,p,g,p,w,o,p,n,v,d,e
x,?,g,t,n,?,c,b,p,t,c,s,s,g,g,p,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,e
?,?,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g,p
k,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,?,k,s,g,p
?,f,e,t,n,f,c,b,n,?,b,s,s,p,w,p,w,o,p,k,v,d,e
x,g,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,e
x,y,r,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,?,y,d,e
f,?,?,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,e
x,f,?,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,?,e
x,y,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,?,d,e
x,y,g,t,?,f,c,b,?,t,b,s,s,g,w,p,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,e
x,y,y,f,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,e
x,g,g,t,?,f,c,b,w,t,b,s,s,p,g,p,w,o,p,?,y,d,e
x,f,e,t,n,f,?,b,w,t,c,s,s,p,w,p,w,o,l,k,v,d,e
x,?,e,t,n,f,c,b,u,t,b,?,s,w,g,p,w,o,p,k,v,d,e
?,s,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d,e
?,y,n,t,?,?,c,b,p,t,b,s,s,w,g,?,w,o,p,n,a,d,e
f,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,n,t,b,s,s,g,g,?,w,o,p,n,v,d,e
f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,?,w,o,p,n,v,u,p
f,f,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,?,y,d,e
x,s,?,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,l,k,s,g,p
x,f,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,?,d,e
?,?,n,t,n,a,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,e
x,y,n,t,p,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,e
f,f,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,n,p,n,y,g,e
x,f,g,t,n,f,?,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,e
x,y,n,f,n,a,c,b,b,t,c,s,s,p,?,p,w,o,p,n,y,d,e
f,f,n,t,l,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,e
f,f,n,?,n,f,c,b,w,t,b,s,y,p,p,p,w,o,p,n,y,d,e
x,f,e,t,n,?,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,e
?,f,n,t,n,?,c,b,u,t,b,s,s,w,g,p,w,?,p,k,y,d,e
x,f,e,?,n,f,c,b,p,?,b,s,s,g,w,p,w,o,p,n,y,d,e
f,f,g,t,n,f,c,?,p,t,b,s,s,g,p,p,?,o,p,k,v,d,e
x,y,n,t,n,f,c,b,u,t,b,s,s,?,p,p,w,o,p,k,?,d,e
f,f,n,t,n,f,c,b,?,t,b,s,s,w,p,p,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,n,?,b,s,s,w,p,p,w,o,p,n,?,d,e
x,y,e,t,n,f,c,b,?,t,b,s,s,p,w,p,w,o,p,n,y,d,e
x,f,g,t,?,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,n,t,?,s,s,g,g,p,w,o,p,k,y,d,e
x,y,e,t,n,f,c,b,p,t,?,s,s,g,?,p,w,o,p,n,v,d,e
?,y,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,w,e
f,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,?,d,e
x,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,?,e
x,y,e,t,n,f,?,n,n,t,b,?,s,w,g,p,w,?,p,n,y,d,e
f,f,n,t,n,f,c,b,p,t,?,s,s,?,p,p,w,?,p,k,v,d,e
f,f,n,t,n,?,c,b,h,t,b,s,s,g,w,p,w,o,?,k,y,d,e
x,?,e,t,n,f,c,b,p,t,b,f,s,w,w,p,w,o,p,?,v,d,e
x,s,g,f,f,f,c,b,p,e,b,k,s,n,p,p,w,o,l,h,y,d,p
x,?,g,t,n,?,c,b,?,t,b,s,s,p,w,p,w,o,f,k,y,d,e
?,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,e
x,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,e
f,f,n,?,n,f,w,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,e
?,y,e,t,n,f,c,b,w,t,b,s,s,g,o,p,w,o,?,k,v,d,e
f,f,n,t,n,f,c,b,p,t,b,s,s,?,g,p,w,o,p,k,v,d,e
f,y,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,?,k,y,d,e
f,f,g,t,n,f,c,b,p,t,b,?,s,?,p,p,w,o,p,k,c,d,e
x,f,e,t,n,?,c,b,n,t,b,s,s,p,w,p,w,t,p,k,y,d,e
x,f,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,?,e
?,f,g,t,n,f,c,b,u,t,b,s,s,?,w,p,w,t,p,n,v,d,e
x,y,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,e
x,f,y,t,n,f,c,b,w,e,b,s,s,w,g,p,w,o,p,?,y,d,e
x,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,r,s,g,e
x,y,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,?,k,y,d,e
f,f,g,t,n,f,c,?,p,t,b,s,s,p,g,p,w,o,n,k,y,d,e
x,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,e
f,f,g,t,n,f,c,b,n,t,b,s,y,g,p,p,w,o,p,k,?,d,e
x,f,g,t,n,f,c,b,o,t,b,s,s,w,p,p,w,o,p,k,y,d,e
x,f,p,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,e
f,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,e
x,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,?,?,a,g,e
x,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,e
f,f,g,t,n,f,c,b,?,t,c,s,s,g,g,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,?,t,b,s,s,w,w,p,w,o,p,k,y,?,e
x,f,e,t,n,f,c,b,u,t,b,s,?,w,?,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,u,t,b,s,?,g,p,p,w,o,p,k,v,d,e
x,f,n,t,n,f,c,b,w,t,?,s,s,g,p,p,w,o,p,k,y,d,e
f,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,e
x,y,?,t,n,f,c,b,w,t,b,s,s,p,p,?,o,o,p,n,v,d,e
x,?,p,f,a,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,p
x,y,n,t,n,f,c,b,p,?,b,s,s,g,p,p,w,o,p,?,y,d,e
f,f,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,e
f,?,n,t,n,f,c,b,p,?,b,s,s,p,w,p,w,o,p,n,v,d,e
x,y,n,t,n,f,?,b,w,t,b,s,s,w,e,p,w,?,p,n,v,d,e
x,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,?,n,y,d,e
f,f,n,?,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,e
x,?,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,w,?,b,s,s,p,w,p,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,e
f,f,g,t,a,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,w,e
x,s,e,t,n,f,w,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,u,t,b,s,?,g,g,p,?,o,p,n,v,d,e
f,f,n,t,n,f,w,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,e
x,f,e,t,a,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,a,d,e
x,f,e,t,n,f,c,b,n,t,b,s,?,p,p,p,w,o,?,n,y,d,e
x,?,w,f,n,f,w,b,k,e,e,f,f,w,w,p,w,o,e,n,s,g,e
x,y,g,t,n,f,c,n,p,t,b,s,s,g,g,p,w,o,p,k,y,d,e
?,f,e,t,n,f,c,?,p,t,b,s,s,g,w,p,w,o,p,k,?,d,e
x,y,g,t,n,f,c,n,?,t,b,s,s,p,w,p,w,?,p,n,v,d,e
x,f,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,?,p,k,v,d,e
x,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,e
f,y,e,t,n,f,c,b,p,t,b,s,s,w,?,p,w,o,p,n,v,d,e
f,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,e
f,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,e
x,f,g,f,f,f,c,b,g,e,?,k,k,b,p,p,w,o,l,h,y,p,p
x,f,e,t,a,f,c,b,p,t,b,s,s,g,w,p,w,?,p,k,y,d,e
?,y,e,t,n,f,c,b,w,t,b,s,?,w,g,p,w,n,p,n,y,d,e
f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,?,?,p,k,v,g,p
f,y,n,t,n,f,?,b,u,t,b,s,?,w,w,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,e
x,y,e,t,?,f,c,b,n,t,b,?,s,p,g,?,w,o,p,k,?,d,e
x,?,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,?,t,b,s,s,g,p,p,w,o,p,n,v,d,e
x,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,?,n,a,g,e
?,f,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,e
f,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,u,t,b,?,s,g,g,p,w,o,p,n,y,d,e
f,f,u,t,n,f,c,b,w,t,b,?,s,g,p,p,w,o,p,k,y,d,e
f,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,e
f,f,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,w,t,c,s,s,w,w,p,w,o,p,k,v,d,e
f,f,g,t,n,f,c,b,p,?,b,s,s,p,p,p,w,?,p,k,y,d,e
f,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,e
x,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,?,?,v,d,e
x,y,e,t,n,f,c,b,u,t,b,s,s,c,w,?,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,e
f,s,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,e
x,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,e
f,f,n,t,n,f,c,b,n,t,b,s,y,w,g,p,w,o,p,k,y,d,e
x,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,e
x,y,n,t,n,f,c,b,n,t,b,s,?,p,w,p,w,o,p,y,y,d,e
f,s,w,f,n,?,w,b,h,t,?,s,f,p,w,p,w,o,?,k,a,g,e
x,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,e
x,f,p,t,n,f,c,b,p,t,b,s,s,p,?,p,w,o,p,n,v,d,e
f,f,g,t,n,?,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,e
f,f,n,f,n,f,w,b,p,t,e,s,f,?,w,p,w,o,e,k,?,g,e
f,f,g,t,n,f,c,b,n,?,b,s,s,w,p,p,w,o,?,k,v,d,e
x,y,e,t,n,f,c,b,u,t,b,s,?,g,w,p,w,o,p,k,y,d,e
f,f,g,t,n,f,?,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,e
x,y,n,t,?,f,c,b,u,t,b,s,s,w,p,p,w,o,?,n,y,d,e
x,f,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,e
x,f,y,t,?,f,w,b,w,t,b,?,s,w,p,p,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
f,f,g,t,n,f,c,b,w,t,b,s,?,g,w,p,w,o,p,n,v,d,e
x,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,e
x,y,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,p,t,b,s,?,w,g,p,w,o,p,n,v,d,e
f,f,g,t,n,f,c,b,n,t,b,?,s,w,g,p,w,o,l,k,y,d,e
x,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,e
x,s,?,f,c,?,w,n,n,e,b,s,s,w,w,p,w,?,p,k,v,d,p
f,y,g,t,n,f,c,b,w,t,b,s,s,g,?,p,w,o,p,k,y,d,e
f,f,n,t,n,?,?,b,p,t,b,s,s,w,g,p,w,o,p,?,y,d,e
f,s,n,?,p,f,c,n,p,e,r,s,s,w,w,p,w,o,p,k,s,u,p
x,y,n,t,n,?,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,e
x,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,?,?,e
x,y,e,t,n,f,c,b,h,t,b,s,s,p,w,p,w,o,p,n,v,d,e
x,y,e,t,n,?,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,e
?,f,r,t,n,f,c,b,p,t,b,s,s,p,o,p,w,o,p,n,?,d,e
f,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,?,k,s,g,e
x,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,e
x,f,n,f,n,f,w,b,p,t,e,s,?,w,w,p,w,o,e,n,s,g,e
f,f,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,e
x,y,?,t,n,a,c,b,p,e,b,s,s,p,y,p,w,o,p,?,v,d,e
x,y,?,t,n,f,c,b,p,?,b,s,s,w,p,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,e
x,f,u,t,n,f,c,b,w,t,b,s,s,p,y,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,w,t,b,s,s,p,e,p,w,o,p,k,v,w,e
x,y,g,t,n,f,c,b,?,t,b,s,s,p,p,p,w,o,p,n,y,d,e
f,y,g,t,n,f,c,b,p,t,b,s,y,g,g,p,w,o,p,n,v,d,e
x,f,e,t,n,?,?,b,p,t,b,s,s,?,w,p,w,o,p,k,v,d,e
x,y,e,t,n,?,c,b,n,t,b,s,s,g,w,p,w,o,p,k,?,d,e
x,?,n,t,n,f,c,b,w,t,b,s,s,p,y,p,w,o,p,n,v,d,e
x,f,n,?,n,f,c,b,o,t,b,?,s,p,p,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,n,p,t,b,s,s,p,p,p,?,o,p,n,y,d,e
x,y,g,?,n,f,c,b,u,t,?,s,s,p,?,?,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,w,t,b,s,s,?,g,p,w,o,p,k,y,d,e
f,y,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,t,p,k,v,d,e
x,y,e,t,n,f,c,b,p,t,b,s,?,w,w,p,w,?,p,k,v,d,e
f,y,n,t,n,f,c,?,w,t,b,s,s,w,?,p,?,o,p,k,y,d,e
x,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,e,k,y,d,e
f,f,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,e
x,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,e
x,y,e,t,n,f,c,b,w,t,b,s,?,p,p,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,p,t,?,s,s,w,g,p,w,o,p,k,y,d,e
x,f,r,t,n,f,c,b,w,t,b,s,s,?,p,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,u,t,c,s,s,w,g,p,w,o,p,n,y,?,e
x,f,n,t,n,f,c,n,u,t,b,?,s,p,p,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,e
f,y,g,t,n,f,c,b,u,t,?,s,s,p,p,p,w,?,p,n,n,d,e
x,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,w,t,b,y,s,p,w,p,w,o,p,k,y,d,e
f,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,?,e
x,?,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,e
f,f,n,?,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,e
x,y,e,t,n,f,c,b,u,e,b,s,s,w,g,p,w,o,p,n,y,d,e
x,y,e,t,n,?,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,w,?,b,s,s,g,g,p,w,o,p,n,v,d,e
x,f,?,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,?,k,v,d,e
f,f,e,t,n,f,?,?,u,t,b,s,s,w,p,p,w,o,p,n,v,d,e
x,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,?,n,y,d,e
x,y,e,t,n,f,c,b,n,t,b,s,s,p,o,p,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,u,t,b,s,s,n,w,?,w,o,p,n,v,d,e
x,y,?,?,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,e
x,y,?,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,e
x,f,w,f,n,f,w,b,h,t,e,s,f,w,?,p,w,o,e,n,s,g,e
f,y,g,f,n,f,c,b,w,t,b,s,s,g,g,p,w,o,?,n,y,d,e
f,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,e
f,f,n,t,?,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,e
?,y,e,t,n,f,c,b,w,t,b,k,s,w,w,p,w,o,p,k,y,d,e
f,y,w,t,p,?,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,p
x,y,g,t,n,f,c,b,n,t,b,s,?,w,g,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,?,t,b,s,s,?,w,p,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,w,t,b,s,s,g,g,p,o,o,p,n,c,d,e
x,f,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,e
f,f,g,t,n,f,c,b,n,?,b,s,f,c,w,p,w,o,?,k,v,d,e
x,y,n,t,n,f,c,b,?,t,b,s,s,p,g,p,?,o,p,n,y,d,e
